#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1400500,-40098.92351532935,7746.136390842359,-32352.78712448699,309.61982924851213,30.868002202520593,0
1401000,-40261.80955879014,7451.047701022729,-32810.761857767415,297.8248768819188,30.538188026193197,657
1401500,-40093.35788859387,7496.564719787,-32596.79316880687,299.6442318308396,30.505330734756132,658
1402000,-40386.396272882725,7644.245666677497,-32742.15060620523,305.5471681144753,30.127698726593636,651
1402500,-40154.372393133475,7474.468071376453,-32679.90432175702,298.7610095168191,29.977896784508957,633
1403000,-40035.78948006182,7340.385491142292,-32695.40398891953,293.40161181161216,30.336529083124418,635
1403500,-39747.86845258739,7367.803710146078,-32380.06474244131,294.49754194476685,30.36480609376395,640
1404000,-40199.38496925425,7569.221267999059,-32630.16370125519,302.548377448234,30.330030160549306,643
1404500,-39881.637504238286,7554.612585649565,-32327.024918588722,301.9644556701533,30.55743036703086,646
1405000,-40010.02653789746,7487.237853414447,-32522.78868448301,299.271428845198,30.436037506568592,641
1405500,-40038.790013285456,7282.7001979639435,-32756.089815321513,291.09588031879395,30.339080561830663,640
1406000,-40344.47607984877,7531.959542198015,-32812.51653765076,301.0589937609466,30.302966312494025,642
1406500,-40330.21381515331,7399.141329787593,-32931.072485365716,295.75013394068526,30.40040431289882,644
1407000,-39910.550011484454,7579.130661267028,-32331.419350217428,302.9444645420802,30.40040431289882,645
1407500,-39901.22577853291,7479.114295011711,-32422.111483521203,298.94672312887224,30.468767884028882,647
1408000,-39989.193387867905,7487.620932447514,-32501.57245542039,299.28674084834665,30.734621013036662,648
1408500,-40150.37513101984,7461.19118628768,-32689.18394473216,298.2303208371055,30.951310984465966,642
1409000,-39898.51320578657,7459.746592627958,-32438.766613158612,298.1725791682672,30.911173448197555,643
1409500,-40089.357524636776,7271.457422044086,-32817.90010259269,290.6464967571127,30.800995800510282,645
1410000,-40075.3404619734,7493.686526447071,-32581.65393552633,299.52918793211524,30.447398426065348,646
1410500,-40058.16843161484,7442.42768331709,-32615.74074829775,297.48032725414635,30.374196692967224,647
1411000,-40241.950301592886,7416.436124883725,-32825.51417670916,296.44142198860584,30.66190699385773,647
1411500,-40125.78173903423,7418.538424459125,-32707.243314575106,296.52545273667454,30.377628563921387,643
1412000,-40184.520536018026,7673.344394685915,-32511.17614133211,306.7102696586163,30.113937194655396,642
1412500,-40104.39650202074,7658.9760088788,-32445.42049314194,306.13595274296847,30.225944970420432,640
1413000,-39844.87041459672,7292.064370924518,-32552.8060436722,291.470174481305,30.10911207879434,639
1413500,-39872.11799302984,7403.950308960405,-32468.167684069434,295.94235303356174,30.369545351911224,640
1414000,-40182.356748659535,7711.354087254885,-32471.00266140465,308.22955023014174,29.829964750039796,641
1414500,-40289.10707540107,7256.839092431558,-33032.26798296951,290.0621893695123,30.2052213240349,642
1415000,-40369.810220332074,7338.685736227601,-33031.124484104475,293.3336711248108,30.30002273473165,643
1415500,-40257.45551469618,7274.562791254248,-32982.89272344193,290.7706210735578,30.499377946799537,642
1416000,-40413.80572602957,7340.472605380139,-33073.33312064943,293.4050938436971,30.351608444172978,640
1416500,-40188.712262443725,7366.535083253558,-32822.17717919017,294.44683382112646,30.16111763571803,640
1417000,-40266.80495814589,7382.33258050448,-32884.47237764141,295.07827356793587,30.0203507543385,635
1417500,-40168.822847252675,7380.833888687467,-32787.988958565205,295.01836954855554,30.46271116653314,633
1418000,-39965.31241605016,7363.4323004374455,-32601.880115612716,294.3228128851079,30.46271116653314,634
1418500,-39969.11599778693,7501.037383035766,-32468.078614751168,299.82300808283105,30.64861650399258,631
1419000,-39808.48230742568,7542.749808127172,-32265.732499298505,301.4902901035312,30.955132224918284,631
1419500,-39862.718741776844,7232.499724445095,-32630.21901733175,289.08932359750054,30.747638527240166,631
1420000,-39604.77676285835,7569.803294749912,-32034.97346810844,302.57164156522407,30.537312065592094,629
1420500,-40020.80566801797,7581.697797216948,-32439.107870801025,303.0470752055603,30.34451061397646,630
1421000,-40139.00889710636,7318.012020328172,-32820.99687677819,292.5073246646218,30.34451061397646,631
1421500,-40129.246830735756,7456.111080180257,-32673.1357505555,298.0272645641222,30.31708458396962,632
1422000,-40148.04526130737,7836.603168281211,-32311.442093026162,313.2358652656929,30.372850196839472,632
1422500,-39893.530679931275,7412.34000641915,-32481.190673512123,296.2776965601351,30.511891718145762,633
1423000,-40090.02606722518,7556.090084052687,-32533.935983172494,302.02351257029136,30.511891718145762,634
1423500,-39898.891333827494,7437.08260679071,-32461.808727036783,297.26667988235795,30.86738114956113,634
1424000,-39752.35399649124,7378.556980742841,-32373.7970157484,294.9273595516411,30.86738114956113,635
1424500,-39930.30433780724,7625.177318283954,-32305.127019523286,304.7849895940145,30.72404909602062,635
1425000,-39994.74758106179,7451.286441934816,-32543.461139126975,297.83441956445176,30.600692999092338,636
1425500,-39950.23092280185,7458.8746467315095,-32491.35627607034,298.1377267301031,30.445042246581103,637
1426000,-40135.31624676573,7325.201175337225,-32810.1150714285,292.79468146213134,30.75795858096692,635
1426500,-40005.35007557711,7469.457706084351,-32535.892369492758,298.560740845066,30.988397474584623,634
1427000,-39772.04691984617,7313.162831622149,-32458.884088224026,292.3134983616241,30.6174092177193,635
1427500,-40026.38041516205,7633.3192728628355,-32393.061142299215,305.1104306215496,30.2382516382797,635
1428000,-40170.42582475279,7596.930937902651,-32573.494886850138,303.6559571281149,30.026827849964132,636
1428500,-40307.86887677051,7535.505894101328,-32772.36298266918,301.2007445403489,30.25249166714889,636
1429000,-40167.31331972811,7339.878439659064,-32827.43488006905,293.38134452147733,30.52198483908091,637
1429500,-39836.0981309656,7309.534948949926,-32526.56318201567,292.1684887262613,30.906106033810488,636
1430000,-39986.7169411029,7377.01078805903,-32609.706153043873,294.8655568811752,30.98401332259515,637
1430500,-39878.29168028533,7594.558125598825,-32283.733554686503,303.5611137502965,30.98401332259515,637
1431000,-40213.27574738948,7698.781365256756,-32514.494382132725,307.7270075634709,30.891679338572395,637
1431500,-40043.1003207485,7502.995130823336,-32540.10518992516,299.9012609698336,30.891679338572395,638
1432000,-39998.38655953936,7345.735571083601,-32652.650988455756,293.61545917426025,30.721310920501967,636
1432500,-39729.30737714395,7543.302148132643,-32186.00522901131,301.51236761540963,30.7391671224586,637
1433000,-39872.8561586852,7679.476587527658,-32193.379571157544,306.9553787562077,30.734022683842188,637
1433500,-39955.04243564847,7459.602442645932,-32495.43999300254,298.16681736772955,30.424637536275924,637
1434000,-40036.57977085723,7457.044334321598,-32579.53543653563,298.0645675463198,30.25374870730748,638
1434500,-40093.95746611699,7492.898799780569,-32601.058666336423,299.49770181004476,30.46671056227537,638
1435000,-39989.84965165199,7597.223178904353,-32392.626472747637,303.6676382559031,30.683942965629655,638
1435500,-39958.314822353066,7225.328000245772,-32732.986822107294,288.8026635246625,30.7678649490651,637
1436000,-40013.39417069452,7482.344329904452,-32531.049840790067,299.07583044140796,30.591581741206916,636
1436500,-39598.758310955156,7124.0292730202145,-32474.729037934943,284.7536650247461,30.656733155465272,635
1437000,-39958.914638049566,7542.7681987393,-32416.146439310265,301.49102519234185,30.831163096053437,636
1437500,-39937.759386171514,7610.636058435947,-32327.123327735568,304.2037627521375,30.68191877911483,635
1438000,-39953.71046470258,7213.376658993042,-32740.333805709535,288.324957988476,30.83905542738078,636
1438500,-39851.663058150654,7347.461488765658,-32504.201569384997,293.68444560969755,30.83905542738078,636
1439000,-39972.165234026,7523.1535362661425,-32449.011697759855,300.707010021516,30.83905542738078,636
1439500,-39720.19560571498,7451.932356984331,-32268.263248730647,297.8602373524753,30.798232300842276,636
1440000,-39995.21916420467,7505.209332589124,-32490.00983161554,299.98976454607526,30.907082044938324,637
1440500,-40205.76548583011,7416.32613523773,-32789.43935059238,296.43702560650075,30.907082044938324,637
1441000,-40132.63357647139,7422.320447121669,-32710.31312934972,296.6766234819218,30.74988849434377,637
1441500,-40027.3766934332,7529.151953752046,-32498.224739681154,300.94677200142934,30.770395703342516,636
1442000,-39697.65169355164,7439.188147434493,-32258.46354611715,297.35084017875744,30.805989450873398,635
1442500,-39860.09426215478,7747.759691158303,-32112.334570996478,309.68471397830285,30.353905326226656,635
1443000,-39806.996283049615,7372.669158671353,-32434.327124378262,294.6920181669251,30.837489377421928,634
1443500,-40032.07529922519,7667.027835514108,-32365.04746371108,306.4577912779716,31.07709602893403,632
1444000,-39760.55930717917,7345.903295616969,-32414.656011562205,293.6221632701814,31.369474211861792,632
1444500,-39883.67178040779,7145.483892296275,-32738.18788811152,285.61122487415685,31.342819491997304,633
