#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1100500,-40083.81086992951,7491.796845833956,-32592.014024095555,299.45365574945725,30.56604859902508,0
1101000,-39888.56921934011,7493.510208894429,-32395.059010445682,299.52214036571723,30.60200096323261,664
1101500,-39672.153301093305,7300.08222771109,-32372.071073382216,291.7906552118189,30.60200096323261,662
1102000,-39772.68366100038,7500.806221401567,-32271.877439598815,299.81376835064736,30.772995811561277,625
1102500,-39972.5680172858,7488.586689272635,-32483.981328013164,299.32534299117015,30.53326162768829,634
1103000,-39998.28001038986,7397.652167122389,-32600.627843267474,295.69061080981584,30.29786053334744,641
1103500,-39940.008069143376,7474.177226285283,-32465.830842858093,298.7493841847927,30.742348156112595,645
1104000,-39675.583855715995,7448.068850390925,-32227.51500532507,297.70580962342507,30.83483926973235,647
1104500,-39832.19374749049,7531.307432933226,-32300.886314557265,301.03292838473476,30.748494992358335,649
1105000,-39953.105730270196,7305.008414238882,-32648.097316031315,291.9875591849253,30.64691329200581,651
1105500,-39929.48876064169,7145.856966618635,-32783.63179402305,285.6261369802905,30.296792732458336,652
1106000,-39801.91735812663,7325.608560994248,-32476.30879713238,292.8109650222446,30.109285496733698,653
1106500,-39980.06322238417,7525.511445428712,-32454.551776955457,300.8012577077769,30.333195793797106,654
1107000,-39993.74672208576,7579.484472603934,-32414.262249481824,302.9586066898803,30.333195793797106,654
1107500,-39872.27430016078,7374.227307095061,-32498.04699306572,294.7542987187448,30.656711994467912,649
1108000,-39929.17338372634,7359.935059727079,-32569.23832399926,294.18302512293207,30.926818042947676,646
1108500,-39995.73533099201,7491.077920301167,-32504.65741069084,299.4249196687232,30.856527398875258,647
1109000,-39834.08502858761,7285.854764357168,-32548.23026423044,291.22197108956556,31.02382574338218,648
1109500,-40050.225290986076,7391.359092405675,-32658.8661985804,295.43907112332903,30.35600793356755,649
1110000,-39821.04381401422,7503.795198508446,-32317.248615505774,299.93324037318416,30.35600793356755,650
1110500,-39703.16039009172,7332.429750737039,-32370.73063935468,293.0836139270497,30.36513641889344,650
1111000,-39884.1066909346,7658.71166892035,-32225.395022014247,306.12538684421986,30.174479040600744,651
1111500,-39879.28303281771,7702.146417784836,-32177.136615032872,307.86151164868016,30.454645481747647,652
1112000,-39801.52217480581,7411.875890063985,-32389.646284741826,296.2591454245254,29.994809111648337,652
1112500,-39969.402050390534,7524.7080706018005,-32444.69397978873,300.76914611508346,30.135034813938454,653
1113000,-39954.7600690244,7496.0286893361235,-32458.731379688277,299.6228062260867,30.135034813938454,653
1113500,-39991.997236224786,7464.005677478779,-32527.991558746005,298.3428185053676,30.48663455728929,654
1114000,-39918.915175516915,7566.333761968197,-32352.581413548716,302.4329613131287,30.39878897402936,654
1114500,-39874.798012520274,7423.005008339431,-32451.793004180843,296.70398599100497,30.740560236712128,654
1115000,-39856.29146272776,7344.0218600723,-32512.269602655455,293.5469606501021,30.225088055203408,653
1115500,-39634.50602439051,7316.563760681199,-32317.942263709312,292.44943646307485,30.217238490896026,651
1116000,-39694.484107193086,7437.686244487979,-32256.797862705105,297.29080780772955,30.478492926693946,651
1116500,-39703.85782610635,7327.998313735584,-32375.859512370767,292.90648552412904,30.480383346056474,650
1117000,-40068.15742409794,7642.588712827326,-32425.568711270615,305.4809382235623,30.53127469685861,643
1117500,-40163.90373270161,7505.765645004334,-32658.138087697276,300.0120008386365,30.352091123283152,644
1118000,-40190.470157255644,7458.402567426687,-32732.067589828956,298.11885730844875,30.69394588240386,645
1118500,-40295.784672940244,7525.458283516072,-32770.326389424175,300.79913277975044,30.53261110814627,645
1119000,-39953.91863355736,7384.935965906131,-32568.98266765123,295.18233315362556,30.956027637662693,646
1119500,-40326.461995072146,7546.554193030791,-32779.90780204136,301.642354687063,30.809410396408097,646
1120000,-40041.99547001374,7295.739068837933,-32746.256401175808,291.6170553626998,30.50878222339027,647
1120500,-40455.89006482916,7636.16237198934,-32819.72769283982,305.22407177394723,30.35700171737098,647
1121000,-40050.1383907374,7456.068645353922,-32594.069745383473,298.0255684070936,30.084306183559637,647
1121500,-40098.86437533429,7533.878590808351,-32564.98578452594,301.13569980807404,30.223414800278228,648
