#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
5500,19.86177975060754,20.519928237049367,40.38170798765691,274.2200104864068,8.0,0
6000,20.35260553099756,15.017435985636208,35.37004151663377,200.686932521761,8.0,659
6500,23.989616838081904,21.5693958798282,45.55901271791011,288.24467103509,8.0,648
7000,27.117310136340176,13.535583716476278,40.652893852816455,180.88405893984185,8.0,647
7500,25.073824825659578,34.35134870979691,59.42517353545649,459.057512024576,8.0,641
8000,19.837621778251872,35.14132540717635,54.978947185428225,469.6144406715428,8.0,638
8500,16.58528455996185,15.38721309911966,31.972497659081508,205.62848410837836,8.0,623
9000,30.204408487751376,22.73019749118618,52.934605978937554,303.75715365013616,8.0,623
9500,17.697691443736158,32.26627858144575,49.96397002518191,431.19347927279455,8.0,627
10000,27.191723195647484,21.45785850809227,48.649581703739756,286.7541307713171,8.0,632
10500,25.70549352486681,22.482906553986894,48.188400078853704,300.45245771706055,8.0,636
11000,16.315264158832885,14.28435211878815,30.599616277621035,190.8902966206894,8.0,640
11500,19.71456132794803,37.357800115251806,57.07236144319984,499.23451100852867,8.0,639
12000,20.47080377336181,11.34287831856203,31.813682091923837,151.58163203739247,8.0,639
12500,26.13308697877685,16.955432588859388,43.08851956763624,226.5855342478116,8.0,636
13000,26.2122642968879,18.46134716185751,44.67361145874541,246.70996671310556,8.0,636
13500,23.411630894737957,35.74290636335803,59.154537258095985,477.65372493252335,8.0,636
14000,19.314900544435062,31.107160106824143,50.4220606512592,415.70348941543085,8.0,638
14500,16.088845278724524,32.04966253360222,48.13850781232675,428.2987101378847,8.0,632
15000,29.95349608377711,29.347917213048323,59.30141329682543,392.1936798680311,8.0,632
15500,26.950096131033323,22.378387290674855,49.32848342170818,299.0557046119639,8.0,631
16000,19.762882298781257,18.205784652079394,37.96866695086065,243.29473283403402,8.0,631
16500,17.348094676204727,30.54478117664711,47.89287585285184,408.18808515334194,8.0,631
17000,52.360579073419956,28.9145676492678,81.27514672268775,386.40257180218424,8.0,634
17500,18.004579787340948,35.86653881119958,53.871118598540534,479.3058988949234,8.0,636
