#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1250500,-39979.92811344724,7449.290331696059,-32530.637781751182,297.754633296808,30.334573279528623,0
1251000,-40076.222478064796,7410.386104021345,-32665.83637404345,296.19959737671616,30.252004933341343,760
1251500,-40160.34668931994,7579.712554117054,-32580.634135202883,302.96772330693733,30.063358838160454,762
1252000,-40496.08264192179,7402.7501037232405,-33093.33253819855,295.8943797831768,29.969523673408492,765
1252500,-40298.75823028374,7328.455474469494,-32970.30275581425,292.9247586374891,29.83002547218432,767
1253000,-39798.01941746808,7414.064835419382,-32383.954582048696,296.34663948001014,30.101220786351586,767
1253500,-39958.562311754795,7594.398990739874,-32364.163321014923,303.55475299115545,30.30334989264811,764
1254000,-40051.34321862637,7714.540220959859,-32336.80299766651,308.3569027739032,30.304828646225292,742
1254500,-39558.19776099321,7359.293575622241,-32198.904185370964,294.1573844436329,30.404847473316106,745
1255000,-39595.734878805844,7425.609782383472,-32170.125096422373,296.8081010819425,30.89422549832928,748
1255500,-40084.55362781888,7242.68427479491,-32841.86935302397,289.49640895995435,30.89422549832928,750
1256000,-39974.752389001194,7339.752061928404,-32635.00032707279,293.3762930933313,30.836702125865976,753
1256500,-40075.271030207514,7288.926053775685,-32786.34497643183,291.3447332070075,30.379717214597175,755
1257000,-40258.03159996186,7489.72525883233,-32768.30634112953,299.3708526097559,30.493966971114773,756
1257500,-40024.52111682098,7566.3185594818215,-32458.20255733916,302.4323536564857,30.53781485455171,756
1258000,-40144.70465537021,7773.030811547164,-32371.673843823046,310.6948227066965,30.522876283807186,756
1258500,-39806.29443704453,7578.259871978596,-32228.034565065936,302.90965833454754,30.522876283807186,757
1259000,-39765.67795109836,7465.560698636006,-32300.117252462354,298.4049740576178,30.61922864320652,756
1259500,-39857.03876587728,7310.05499069005,-32546.983775187233,292.18927524829684,30.31640722084979,757
1260000,-40035.85026820761,7523.172572965738,-32512.67769524187,300.70777093500647,29.90141070195002,758
1260500,-39708.35523880346,7273.729743387948,-32434.625495415512,290.7373234235933,30.373179098522126,758
1261000,-40127.15355887436,7440.5919906510535,-32686.561568223304,297.406953016832,30.142408989936182,759
1261500,-39869.95388150742,7420.325959455822,-32449.627922051597,296.5969020699328,30.122205928864688,759
1262000,-40154.62275717573,7559.443270107408,-32595.179487068326,302.1575423422082,30.313694761652204,748
1262500,-39780.43725680889,7440.4930523530265,-32339.94420445586,297.4029983667464,30.65064253212852,749
1263000,-39861.2206372254,7420.208290891078,-32441.012346334323,296.5921987547463,30.848140970001584,749
1263500,-39845.04213869499,7717.168664249562,-32127.873474445427,308.4619639452388,30.89201823503301,750
1264000,-39519.95636918192,7471.857179872864,-32048.099189309054,298.65664990568666,30.78719371039823,750
1264500,-39741.92660278952,7440.4512807973715,-32301.475321992148,297.4013287212255,30.50962103570345,750
1265000,-40088.00199435209,7650.916821907754,-32437.085172444335,305.81382000892484,30.532007802703372,750
1265500,-39890.70247901423,7426.948775433513,-32463.753703580718,296.8616218022862,30.822944864689045,751
1266000,-39797.10691453211,7376.6251145209235,-32420.481800011185,294.85014117339665,30.611816132680598,751
1266500,-39632.88138665995,7566.975531679128,-32065.905854980825,302.4586134083526,30.737732753001488,752
1267000,-39483.41993240142,7365.405250641099,-32118.01468176032,294.4016734259439,30.62400857791846,753
1267500,-40273.469989253645,7500.794025927028,-32772.67596332662,299.81328088689077,30.62400857791846,753
1268000,-40216.081717717985,7205.378628619616,-33010.703089098366,288.0052697369921,30.546722637226278,753
1268500,-39975.60093356887,7339.76456076943,-32635.836372799444,293.37679268291106,30.45321921428468,754
1269000,-39861.76074548473,7558.754343529729,-32303.006401955,302.1300053458809,30.338355049952394,754
1269500,-40023.92820935839,7518.450789367775,-32505.477419990617,300.5190371253257,30.447252630549354,755
1270000,-39804.188672280376,7371.3749281754845,-32432.81374410489,294.6402866449223,30.510388053308976,755
1270500,-39537.10336590887,7526.971818580671,-32010.1315473282,300.859630096686,30.672381469609963,751
1271000,-39641.152442395396,7454.44478186625,-32186.707660529144,297.9606611668376,30.563566129655594,752
1271500,-39846.609369139536,7375.361779518314,-32471.247589621224,294.7996445712126,30.479714187043392,751
1272000,-39719.55353477245,7636.220648084045,-32083.332886688404,305.2264011202925,30.620743503648622,751
1272500,-39534.5835908587,7564.168623709461,-31970.41496714924,302.3464188480668,30.42880597877418,751
1273000,-39830.9549127635,7527.796178781977,-32303.15873398152,300.89258049310155,30.42880597877418,752
1273500,-39927.349605668016,7720.819063363942,-32206.530542304074,308.607873582438,30.859265177147563,752
1274000,-39943.0742258596,7501.318305359734,-32441.755920499865,299.8342367931958,30.668197805772003,753
1274500,-39758.153016704484,7246.686643758429,-32511.466372946055,289.65638713908106,30.720282793020495,753
1275000,-39993.76786203045,7358.3289531493265,-32635.438908881122,294.1188276418567,30.962041330424835,754
1275500,-40016.84906544481,7327.7884940128,-32689.06057143201,292.8980988467632,30.711847894252205,754
1276000,-39917.227979483316,7368.119160823176,-32549.10881866014,294.51015078352873,30.535997674273762,754
1276500,-40206.90787130958,7773.9978561799835,-32432.910015129597,310.73347632431717,30.559655226471836,754
1277000,-39730.05312520935,7548.082398646741,-32181.97072656261,301.7034383987346,30.916479103664816,754
1277500,-39759.69910276,7461.331798111314,-32298.367304648687,298.2359412143655,31.177384345479553,754
1278000,-39534.04637410169,7592.31460749997,-31941.731766601715,303.4714383746467,31.42815615384831,754
1278500,-39582.873920290964,7675.7999920082675,-31907.073928282698,306.8084220258466,31.13790701677046,754
1279000,-39642.754030485376,7530.460124210466,-32112.29390627491,300.99906071589646,31.201486572699327,754
1279500,-39617.28552062728,7375.74501713239,-32241.54050349489,294.81496291298254,31.137688109441385,754
1280000,-39653.80252490073,7389.98552958129,-32263.816995319445,295.3841686189462,30.953954603879005,755
1280500,-39696.11794088557,7457.292897659354,-32238.825043226214,298.0745028397758,30.73430211606717,755
1281000,-39738.28668477869,7130.054366339375,-32608.232318439317,284.9944932609866,30.73430211606717,755
1281500,-40073.02620177317,7497.910900710832,-32575.115301062342,299.69803985676947,31.08658689282531,756
1282000,-40032.97049462653,7476.052514200338,-32556.917980426188,298.8243410787531,30.69147980581486,756
1282500,-40010.37072612898,7454.170398634127,-32556.200327494855,297.9496938296785,30.650773802911885,756
1283000,-39747.804088129895,7420.574043200834,-32327.23004492906,296.60681819364845,30.73557316806899,757
1283500,-39599.82978840705,7406.228689875578,-32193.60109853147,296.033421906394,30.9980803950398,757
1284000,-39710.366107178736,7402.2782217714,-32308.087885407334,295.8755182498933,30.477041902515154,757
1284500,-39804.289490811614,7481.5710180245205,-32322.71847278709,299.04492049093216,30.501749025428314,757
1285000,-39848.45666320741,7589.40711710489,-32259.049546102524,303.3552234470693,30.461208582230057,757
1285500,-39872.10514516977,7254.329565022504,-32617.775580147267,289.96188136966805,30.62302603306077,755
1286000,-40116.911433793255,7461.634420291614,-32655.27701350164,298.2480372869188,30.537958991952173,756
1286500,-40164.5197698471,7461.634800037213,-32702.88496980989,298.24805246568167,30.288130796882413,756
1287000,-40120.547383753874,7340.751269683645,-32779.79611407023,293.41623229901415,30.341276621063937,756
1287500,-40219.11782231371,7573.017045578143,-32646.10077673557,302.7000979894952,30.42738361421399,756
1288000,-40296.97710665915,7823.042243706771,-32473.934862952377,312.6938232799419,30.42738361421399,757
1288500,-40275.37911693301,7552.444217713204,-32722.934899219803,301.8777841120592,30.32123652227262,757
1289000,-39931.33601522868,7156.62711508828,-32774.708900140395,286.056629210468,30.23034572152928,757
1289500,-40312.96655034978,7610.116559103466,-32702.849991246316,304.1829979106085,30.250053531372462,757
1290000,-39828.13265536117,7550.760768926428,-32277.371886434747,301.81049519541597,30.29765871582806,757
1290500,-40073.71031230586,7604.999622463907,-32468.710689841955,303.9784694891249,30.39653628878349,758
1291000,-39665.750837057945,7516.418837484722,-32149.331999573224,300.4378182358913,30.379698717830987,758
1291500,-39724.105145454116,7429.171202338024,-32294.93394311609,296.95045414449817,30.32563525269313,758
1292000,-39810.87509032388,7462.695879241982,-32348.1792110819,298.29046472717863,30.424852651271568,758
1292500,-39904.572342926054,7584.975610034124,-32319.59673289193,303.1780922434171,30.530658685684287,758
1293000,-40128.51272992528,7524.464805395978,-32604.0479245293,300.7594225925829,30.479675902620922,758
1293500,-39893.50658981025,7443.945828913284,-32449.560760896966,297.54100885805195,30.772699499035323,759
1294000,-39907.32879500775,7435.4515255106335,-32471.877269497116,297.2014841406428,31.009722436377732,757
1294500,-39812.14317540976,7553.152643500867,-32258.99053190889,301.90610050882066,30.952758409965252,756
1295000,-39714.92917030607,7405.280870327962,-32309.64829997811,295.99553673220083,30.781366132849705,756
1295500,-40171.80562722916,7352.63315955774,-32819.172467671415,293.89116180300744,30.7039033668691,756
1296000,-40155.88548615904,7414.508838100847,-32741.37664805819,296.36438665453494,30.7039033668691,757
1296500,-40138.02667978048,7132.381574285566,-33005.645105494914,285.0875137928452,30.711169009802507,757
1297000,-40288.398498740775,7307.833800736352,-32980.564698004426,292.100492348088,30.411590500310243,755
1297500,-40167.54088185221,7511.3902502766305,-32656.150631575583,300.23682121825925,30.670601339100497,755
1298000,-40064.24680098449,7492.5062129095095,-32571.74058807498,299.4820097703169,30.433146518301744,756
1298500,-39968.93820679854,7337.848045542135,-32631.09016125641,293.30018789731383,30.851857566971958,756
